Time,Precinct,Rsq,Feature
04-2018,18,0.837652257,Parking Violations
05-2018,18,0.604069563,Parking Violations
06-2018,18,0.670175677,Parking Violations
07-2018,18,0.867653466,Parking Violations
08-2018,18,0.810004497,Parking Violations
09-2018,18,0.934633884,Parking Violations
10-2018,18,0.721396581,Parking Violations
11-2018,18,0.553428964,Parking Violations
12-2018,18,0.610109877,Parking Violations
01-2019,18,1.279362565,Parking Violations
02-2019,18,0.8610446,Parking Violations
03-2019,18,0.708694273,Parking Violations
04-2019,18,0.684479818,Parking Violations
05-2019,18,1.22498939,Parking Violations
06-2019,18,0.609641926,Parking Violations
07-2019,18,0.724333302,Parking Violations
08-2019,18,0.891124413,Parking Violations
09-2019,18,0.726773611,Parking Violations
10-2019,18,0.794510071,Parking Violations
11-2019,18,1.042025544,Parking Violations
12-2019,18,0.880627509,Parking Violations
01-2017,19,0.905471109,Parking Violations
02-2017,19,0.636793318,Parking Violations
03-2017,19,0.473529636,Parking Violations
04-2017,19,1.069842116,Parking Violations
05-2017,19,0.707063046,Parking Violations
06-2017,19,0.673539299,Parking Violations
07-2017,19,0.810896204,Parking Violations
08-2017,19,0.69552178,Parking Violations
09-2017,19,0.891660001,Parking Violations
10-2017,19,0.451168395,Parking Violations
11-2017,19,0.658462082,Parking Violations
12-2017,19,0.593552867,Parking Violations
01-2018,19,0.769867251,Parking Violations
02-2018,19,0.499744361,Parking Violations
03-2018,19,0.831881853,Parking Violations
04-2018,19,0.780859794,Parking Violations
05-2018,19,0.48282155,Parking Violations
06-2018,19,0.981352129,Parking Violations
07-2018,19,0.734137825,Parking Violations
08-2018,19,1.268108016,Parking Violations
09-2018,19,0.657144451,Parking Violations
10-2018,19,0.852543101,Parking Violations
11-2018,19,0.935558231,Parking Violations
12-2018,19,0.91000586,Parking Violations
01-2019,19,0.703038184,Parking Violations
02-2019,19,0.863732895,Parking Violations
03-2019,19,0.777910045,Parking Violations
04-2019,19,0.355942355,Parking Violations
05-2019,19,0.983369402,Parking Violations
06-2019,19,0.818704034,Parking Violations
07-2019,19,0.881521996,Parking Violations
08-2019,19,0.366754856,Parking Violations
09-2019,19,0.816514879,Parking Violations
10-2019,19,0.968025595,Parking Violations
11-2019,19,0.747467249,Parking Violations
12-2019,19,0.47626986,Parking Violations
01-2017,20,0.615091732,Parking Violations
02-2017,20,0.683739777,Parking Violations
03-2017,20,0.611434913,Parking Violations
04-2017,20,1.11510545,Parking Violations
05-2017,20,0.919221855,Parking Violations
06-2017,20,0.652718401,Parking Violations
07-2017,20,0.451464899,Parking Violations
08-2017,20,0.660451271,Parking Violations
09-2017,20,0.783855925,Parking Violations
10-2017,20,1.128643268,Parking Violations
11-2017,20,1.33604618,Parking Violations
12-2017,20,0.953623452,Parking Violations
01-2018,20,0.577638789,Parking Violations
02-2018,20,0.901000745,Parking Violations
03-2018,20,0.685545433,Parking Violations
04-2018,20,0.758835394,Parking Violations
05-2018,20,0.450549384,Parking Violations
06-2018,20,0.771777319,Parking Violations
07-2018,20,0.810044391,Parking Violations
08-2018,20,0.791109307,Parking Violations
09-2018,20,0.8586664,Parking Violations
10-2018,20,1.066970834,Parking Violations
11-2018,20,0.931697138,Parking Violations
12-2018,20,0.519300175,Parking Violations
01-2019,20,0.594315309,Parking Violations
02-2019,20,0.758778767,Parking Violations
03-2019,20,1.020459028,Parking Violations
04-2019,20,0.81155925,Parking Violations
05-2019,20,0.757331341,Parking Violations
06-2019,20,0.836535825,Parking Violations
07-2019,20,0.503371929,Parking Violations
08-2019,20,1.004580645,Parking Violations
09-2019,20,1.248202447,Parking Violations
10-2019,20,0.587341326,Parking Violations
11-2019,20,0.556255813,Parking Violations
12-2019,20,1.111930112,Parking Violations
01-2017,22,0.703971256,Parking Violations
02-2017,22,0.511910929,Parking Violations
03-2017,22,0.953977213,Parking Violations
04-2017,22,0.23424293,Parking Violations
05-2017,22,0.587940564,Parking Violations
06-2017,22,0.469397953,Parking Violations
07-2017,22,0.829587716,Parking Violations
08-2017,22,1.089014618,Parking Violations
09-2017,22,0.352907377,Parking Violations
10-2017,22,0.896518697,Parking Violations
11-2017,22,0.504571087,Parking Violations
12-2017,22,0.752276501,Parking Violations
01-2018,22,0.390527576,Parking Violations
02-2018,22,0.900601741,Parking Violations
03-2018,22,0.587472665,Parking Violations
04-2018,22,0.513090144,Parking Violations
05-2018,22,0.887323745,Parking Violations
06-2018,22,0.547804335,Parking Violations
07-2018,22,0.601798478,Parking Violations
08-2018,22,0.844786987,Parking Violations
09-2018,22,1.021048445,Parking Violations
10-2018,22,0.705555424,Parking Violations
11-2018,22,0.432897469,Parking Violations
12-2018,22,0.93545358,Parking Violations
01-2019,22,0.52099671,Parking Violations
02-2019,22,0.571802002,Parking Violations
03-2019,22,0.909333598,Parking Violations
04-2019,22,0.714155944,Parking Violations
05-2019,22,1.100814266,Parking Violations
06-2019,22,0.444656148,Parking Violations
07-2019,22,0.920337524,Parking Violations
08-2019,22,0.562434318,Parking Violations
09-2019,22,0.714183184,Parking Violations
10-2019,22,0.794537095,Parking Violations
11-2019,22,0.932890012,Parking Violations
12-2019,22,0.562999386,Parking Violations
01-2017,23,0.760524536,Parking Violations
02-2017,23,1.058899673,Parking Violations
03-2017,23,1.047985616,Parking Violations
04-2017,23,0.815051787,Parking Violations
05-2017,23,0.70633832,Parking Violations
06-2017,23,1.026546644,Parking Violations
07-2017,23,0.962360593,Parking Violations
08-2017,23,1.08395989,Parking Violations
09-2017,23,0.46474227,Parking Violations
10-2017,23,0.839979177,Parking Violations
11-2017,23,1.112241334,Parking Violations
12-2017,23,0.605851458,Parking Violations
01-2018,23,0.67102047,Parking Violations
02-2018,23,0.209995093,Parking Violations
03-2018,23,0.725918188,Parking Violations
04-2018,23,1.156910185,Parking Violations
05-2018,23,0.743904995,Parking Violations
06-2018,23,0.766232404,Parking Violations
07-2018,23,0.451337432,Parking Violations
08-2018,23,0.593425471,Parking Violations
09-2018,23,0.82236357,Parking Violations
10-2018,23,0.805537042,Parking Violations
11-2018,23,0.678013211,Parking Violations
12-2018,23,0.875077173,Parking Violations
01-2019,23,0.584029458,Parking Violations
02-2019,23,0.946323473,Parking Violations
03-2019,23,0.388066068,Parking Violations
04-2019,23,0.950810211,Parking Violations
05-2019,23,0.241956557,Parking Violations
06-2019,23,0.734870189,Parking Violations
07-2019,23,0.678141576,Parking Violations
08-2019,23,1.244626965,Parking Violations
09-2019,23,0.684129608,Parking Violations
10-2019,23,0.475286157,Parking Violations
11-2019,23,0.184003998,Parking Violations
12-2019,23,1.015764315,Parking Violations
01-2017,24,1.229363363,Parking Violations
02-2017,24,0.19277736,Parking Violations
03-2017,24,0.711378288,Parking Violations
04-2017,24,0.813718701,Parking Violations
05-2017,24,0.76471345,Parking Violations
06-2017,24,0.891271829,Parking Violations
07-2017,24,0.897283447,Parking Violations
08-2017,24,0.830701772,Parking Violations
09-2017,24,0.506545209,Parking Violations
10-2017,24,0.894054816,Parking Violations
11-2017,24,0.850037641,Parking Violations
12-2017,24,0.304160968,Parking Violations
01-2018,24,0.514419621,Parking Violations
02-2018,24,0.964349412,Parking Violations
03-2018,24,0.385041537,Parking Violations
04-2018,24,1.046142675,Parking Violations
05-2018,24,0.950846632,Parking Violations
06-2018,24,0.732889922,Parking Violations
07-2018,24,0.922181597,Parking Violations
08-2018,24,0.465521482,Parking Violations
09-2018,24,0.752895726,Parking Violations
10-2018,24,0.994696083,Parking Violations
11-2018,24,0.571684526,Parking Violations
12-2018,24,0.689644062,Parking Violations
01-2019,24,0.468137227,Parking Violations
02-2019,24,0.518111467,Parking Violations
03-2019,24,1.015911771,Parking Violations
04-2019,24,0.516622253,Parking Violations
05-2019,24,0.688960039,Parking Violations
06-2019,24,0.553573901,Parking Violations
07-2019,24,0.755841094,Parking Violations
08-2019,24,0.81027546,Parking Violations
09-2019,24,0.806145298,Parking Violations
10-2019,24,0.548328928,Parking Violations
11-2019,24,0.611383021,Parking Violations
12-2019,24,0.760079967,Parking Violations
01-2017,25,0.877099175,Parking Violations
02-2017,25,0.332842581,Parking Violations
03-2017,25,0.99711185,Parking Violations
04-2017,25,0.590859455,Parking Violations
05-2017,25,0.118661747,Parking Violations
06-2017,25,0.629495405,Parking Violations
07-2017,25,1.018203595,Parking Violations
08-2017,25,0.671315597,Parking Violations
09-2017,25,0.543797422,Parking Violations
10-2017,25,0.570121827,Parking Violations
11-2017,25,0.517977571,Parking Violations
12-2017,25,0.816964406,Parking Violations
01-2018,25,0.958045193,Parking Violations
02-2018,25,0.040232314,Parking Violations
03-2018,25,0.330370968,Parking Violations
04-2018,25,0.779073043,Parking Violations
05-2018,25,0.629418733,Parking Violations
06-2018,25,0.816605294,Parking Violations
07-2018,25,0.85471436,Parking Violations
08-2018,25,0.988139215,Parking Violations
09-2018,25,0.907265644,Parking Violations
10-2018,25,0.7116928,Parking Violations
11-2018,25,0.776314577,Parking Violations
12-2018,25,1.184000083,Parking Violations
01-2019,25,0.668406457,Parking Violations
02-2019,25,0.577316823,Parking Violations
03-2019,25,0.634700444,Parking Violations
04-2019,25,0.495909898,Parking Violations
05-2019,25,0.657900357,Parking Violations
06-2019,25,0.835613805,Parking Violations
07-2019,25,0.365967941,Parking Violations
08-2019,25,1.101481037,Parking Violations
09-2019,25,0.61741835,Parking Violations
10-2019,25,1.112385943,Parking Violations
11-2019,25,0.682199616,Parking Violations
12-2019,25,0.530789872,Parking Violations
01-2017,26,0.465421785,Parking Violations
02-2017,26,0.413078403,Parking Violations
03-2017,26,0.75253265,Parking Violations
04-2017,26,1.356078691,Parking Violations
05-2017,26,0.872499647,Parking Violations
06-2017,26,0.655343278,Parking Violations
07-2017,26,0.894735444,Parking Violations
08-2017,26,0.470075177,Parking Violations
09-2017,26,1.159974224,Parking Violations
10-2017,26,0.615956402,Parking Violations
11-2017,26,0.997504282,Parking Violations
12-2017,26,0.813591024,Parking Violations
01-2018,26,0.801585649,Parking Violations
02-2018,26,0.852171604,Parking Violations
03-2018,26,0.654663506,Parking Violations
04-2018,26,0.736413605,Parking Violations
05-2018,26,0.734345319,Parking Violations
06-2018,26,1.022470697,Parking Violations
07-2018,26,0.494273816,Parking Violations
08-2018,26,0.64278734,Parking Violations
09-2018,26,0.890017002,Parking Violations
10-2018,26,0.559714159,Parking Violations
11-2018,26,1.217631786,Parking Violations
12-2018,26,0.798914359,Parking Violations
01-2019,26,1.153104631,Parking Violations
02-2019,26,0.859536946,Parking Violations
03-2019,26,0.860602741,Parking Violations
04-2019,26,0.629797117,Parking Violations
05-2019,26,0.522602919,Parking Violations
06-2019,26,0.252007063,Parking Violations
07-2019,26,0.306566928,Parking Violations
08-2019,26,0.881313742,Parking Violations
09-2019,26,0.918056941,Parking Violations
10-2019,26,0.619795507,Parking Violations
11-2019,26,0.984115045,Parking Violations
12-2019,26,0.621476024,Parking Violations
01-2017,28,1.27513618,Parking Violations
02-2017,28,1.095769532,Parking Violations
03-2017,28,0.883151842,Parking Violations
04-2017,28,0.74487353,Parking Violations
05-2017,28,0.677991943,Parking Violations
06-2017,28,1.272233729,Parking Violations
07-2017,28,0.813744558,Parking Violations
08-2017,28,0.336980421,Parking Violations
09-2017,28,0.927663374,Parking Violations
10-2017,28,1.134562271,Parking Violations
11-2017,28,0.48892797,Parking Violations
12-2017,28,0.568245577,Parking Violations
01-2018,28,0.909910525,Parking Violations
02-2018,28,1.311912657,Parking Violations
03-2018,28,0.887968568,Parking Violations
04-2018,28,0.796810429,Parking Violations
05-2018,28,0.59974973,Parking Violations
06-2018,28,0.585700362,Parking Violations
07-2018,28,0.709337761,Parking Violations
08-2018,28,0.637268951,Parking Violations
09-2018,28,1.059447382,Parking Violations
10-2018,28,1.22198051,Parking Violations
11-2018,28,0.932218154,Parking Violations
12-2018,28,0.794231504,Parking Violations
01-2019,28,0.655123872,Parking Violations
02-2019,28,0.935722053,Parking Violations
03-2019,28,0.949550688,Parking Violations
04-2019,28,0.951498118,Parking Violations
05-2019,28,0.675592102,Parking Violations
06-2019,28,0.643967931,Parking Violations
07-2019,28,0.661067655,Parking Violations
08-2019,28,0.707538516,Parking Violations
09-2019,28,1.058559885,Parking Violations
10-2019,28,0.782066808,Parking Violations
11-2019,28,0.463620726,Parking Violations
12-2019,28,0.734974349,Parking Violations
01-2017,30,0.724417854,Parking Violations
02-2017,30,0.692922989,Parking Violations
03-2017,30,0.849346179,Parking Violations
04-2017,30,0.448941504,Parking Violations
05-2017,30,0.798741732,Parking Violations
06-2017,30,0.534663169,Parking Violations
07-2017,30,0.793709776,Parking Violations
08-2017,30,0.403241586,Parking Violations
09-2017,30,1.024143784,Parking Violations
10-2017,30,0.190757119,Parking Violations
11-2017,30,0.437899283,Parking Violations
12-2017,30,0.727693564,Parking Violations
01-2018,30,1.077101569,Parking Violations
02-2018,30,0.301818397,Parking Violations
03-2018,30,0.779415692,Parking Violations
04-2018,30,0.675702361,Parking Violations
05-2018,30,0.255888137,Parking Violations
06-2018,30,0.852229031,Parking Violations
07-2018,30,0.231482307,Parking Violations
08-2018,30,0.619048736,Parking Violations
09-2018,30,0.1803066,Parking Violations
10-2018,30,0.380262644,Parking Violations
11-2018,30,1.045767164,Parking Violations
12-2018,30,0.72463076,Parking Violations
01-2019,30,0.959144022,Parking Violations
02-2019,30,0.62861321,Parking Violations
03-2019,30,0.82024803,Parking Violations
04-2019,30,1.05003941,Parking Violations
05-2019,30,0.759580797,Parking Violations
06-2019,30,0.511802103,Parking Violations
07-2019,30,1.270456019,Parking Violations
08-2019,30,0.972902119,Parking Violations
09-2019,30,1.00273332,Parking Violations
10-2019,30,0.65565904,Parking Violations
11-2019,30,0.615347685,Parking Violations
12-2019,30,0.705312479,Parking Violations
01-2017,32,0.668049618,Parking Violations
02-2017,32,0.472649602,Parking Violations
03-2017,32,0.220513745,Parking Violations
04-2017,32,0.560620299,Parking Violations
05-2017,32,1.018275227,Parking Violations
06-2017,32,1.121156913,Parking Violations
07-2017,32,0.662083591,Parking Violations
08-2017,32,0.326068183,Parking Violations
09-2017,32,0.774454064,Parking Violations
10-2017,32,1.09912467,Parking Violations
11-2017,32,0.614598156,Parking Violations
12-2017,32,0.702848385,Parking Violations
01-2018,32,0.57619527,Parking Violations
02-2018,32,1.108793991,Parking Violations
03-2018,32,0.50095501,Parking Violations
04-2018,32,0.507065686,Parking Violations
05-2018,32,0.530206073,Parking Violations
06-2018,32,0.760561318,Parking Violations
07-2018,32,1.027495645,Parking Violations
08-2018,32,0.615977266,Parking Violations
09-2018,32,0.559645995,Parking Violations
10-2018,32,0.475846023,Parking Violations
11-2018,32,0.563783536,Parking Violations
12-2018,32,0.900456027,Parking Violations
01-2019,32,1.245600285,Parking Violations
02-2019,32,0.707669738,Parking Violations
03-2019,32,1.093283368,Parking Violations
04-2019,32,1.404881935,Parking Violations
05-2019,32,0.698373815,Parking Violations
06-2019,32,0.935116951,Parking Violations
07-2019,32,0.987720784,Parking Violations
08-2019,32,0.279378083,Parking Violations
09-2019,32,0.948849651,Parking Violations
10-2019,32,0.47304971,Parking Violations
11-2019,32,0.846333455,Parking Violations
12-2019,32,1.099507995,Parking Violations
01-2017,33,0.328624548,Parking Violations
02-2017,33,0.474220723,Parking Violations
03-2017,33,0.604429614,Parking Violations
04-2017,33,0.815095522,Parking Violations
05-2017,33,0.957871275,Parking Violations
06-2017,33,0.578971396,Parking Violations
07-2017,33,0.721058332,Parking Violations
08-2017,33,0.794186871,Parking Violations
09-2017,33,0.600626802,Parking Violations
10-2017,33,1.000427809,Parking Violations
11-2017,33,0.867480922,Parking Violations
12-2017,33,1.046245727,Parking Violations
01-2018,33,0.734451703,Parking Violations
02-2018,33,0.764465315,Parking Violations
03-2018,33,0.998928156,Parking Violations
04-2018,33,0.7826041,Parking Violations
05-2018,33,0.227567642,Parking Violations
06-2018,33,0.451289233,Parking Violations
07-2018,33,0.392564075,Parking Violations
08-2018,33,0.538322365,Parking Violations
09-2018,33,0.792444615,Parking Violations
10-2018,33,0.612159357,Parking Violations
11-2018,33,1.029083019,Parking Violations
12-2018,33,0.544720576,Parking Violations
01-2019,33,0.867693326,Parking Violations
02-2019,33,0.409102988,Parking Violations
03-2019,33,0.82466369,Parking Violations
04-2019,33,0.568409545,Parking Violations
05-2019,33,0.328678968,Parking Violations
06-2019,33,0.27481011,Parking Violations
07-2019,33,0.749602375,Parking Violations
08-2019,33,0.841283478,Parking Violations
09-2019,33,0.593986521,Parking Violations
10-2019,33,0.486212516,Parking Violations
11-2019,33,0.735624665,Parking Violations
12-2019,33,0.821400647,Parking Violations
01-2017,34,0.823651068,Parking Violations
02-2017,34,0.701400083,Parking Violations
03-2017,34,0.444467449,Parking Violations
04-2017,34,0.749321165,Parking Violations
05-2017,34,1.044551358,Parking Violations
06-2017,34,0.669268511,Parking Violations
07-2017,34,0.646619106,Parking Violations
08-2017,34,0.781578883,Parking Violations
09-2017,34,0.518994173,Parking Violations
10-2017,34,0.586502777,Parking Violations
11-2017,34,1.044958867,Parking Violations
12-2017,34,0.349330793,Parking Violations
01-2018,34,0.899479839,Parking Violations
02-2018,34,0.709816336,Parking Violations
03-2018,34,1.045458192,Parking Violations
04-2018,34,0.88474643,Parking Violations
05-2018,34,0.89667715,Parking Violations
06-2018,34,1.159446726,Parking Violations
07-2018,34,0.664621314,Parking Violations
08-2018,34,1.108949381,Parking Violations
09-2018,34,-0.014314107,Parking Violations
10-2018,34,0.735412927,Parking Violations
11-2018,34,0.189521919,Parking Violations
12-2018,34,0.74213063,Parking Violations
01-2019,34,0.648754689,Parking Violations
02-2019,34,0.753661421,Parking Violations
03-2019,34,0.769833641,Parking Violations
04-2019,34,0.876568386,Parking Violations
05-2019,34,0.823474402,Parking Violations
06-2019,34,0.312870823,Parking Violations
07-2019,34,0.613620916,Parking Violations
08-2019,34,0.895015233,Parking Violations
09-2019,34,0.510877251,Parking Violations
10-2019,34,0.763879961,Parking Violations
11-2019,34,0.595824216,Parking Violations
12-2019,34,0.662381586,Parking Violations
01-2017,40,0.912254912,Parking Violations
02-2017,40,0.793391797,Parking Violations
03-2017,40,1.220962165,Parking Violations
04-2017,40,0.439931676,Parking Violations
05-2017,40,1.074921565,Parking Violations
06-2017,40,1.051519195,Parking Violations
07-2017,40,0.581545842,Parking Violations
08-2017,40,0.213181557,Parking Violations
09-2017,40,0.098043845,Parking Violations
10-2017,40,0.603669714,Parking Violations
11-2017,40,0.514730065,Parking Violations
12-2017,40,0.852616367,Parking Violations
01-2018,40,0.366337752,Parking Violations
02-2018,40,0.785425417,Parking Violations
03-2018,40,0.167401616,Parking Violations
04-2018,40,0.968527361,Parking Violations
05-2018,40,0.824587725,Parking Violations
06-2018,40,0.951876207,Parking Violations
07-2018,40,0.477354219,Parking Violations
08-2018,40,0.365902741,Parking Violations
09-2018,40,1.04186441,Parking Violations
10-2018,40,0.773419704,Parking Violations
11-2018,40,0.17319229,Parking Violations
12-2018,40,0.766351369,Parking Violations
01-2019,40,0.82003,Parking Violations
02-2019,40,0.530218596,Parking Violations
03-2019,40,0.703013309,Parking Violations
04-2019,40,0.860421605,Parking Violations
05-2019,40,0.591252129,Parking Violations
06-2019,40,0.341116522,Parking Violations
07-2019,40,0.274854268,Parking Violations
08-2019,40,1.014110968,Parking Violations
09-2019,40,1.062808626,Parking Violations
10-2019,40,0.921400889,Parking Violations
11-2019,40,0.895906583,Parking Violations
12-2019,40,0.739038471,Parking Violations
01-2017,41,0.853142433,Parking Violations
02-2017,41,1.051166235,Parking Violations
03-2017,41,0.518190494,Parking Violations
04-2017,41,0.548591241,Parking Violations
05-2017,41,0.397891542,Parking Violations
06-2017,41,0.815260493,Parking Violations
07-2017,41,0.718630567,Parking Violations
08-2017,41,0.679070528,Parking Violations
09-2017,41,0.822782219,Parking Violations
10-2017,41,0.972159263,Parking Violations
11-2017,41,0.41097344,Parking Violations
12-2017,41,0.582141654,Parking Violations
01-2018,41,1.068065119,Parking Violations
02-2018,41,0.422764498,Parking Violations
03-2018,41,0.488371134,Parking Violations
04-2018,41,0.27011736,Parking Violations
05-2018,41,0.47690164,Parking Violations
06-2018,41,0.690034966,Parking Violations
07-2018,41,0.908325548,Parking Violations
08-2018,41,1.066368212,Parking Violations
09-2018,41,0.596840872,Parking Violations
10-2018,41,0.389074,Parking Violations
11-2018,41,0.631676953,Parking Violations
12-2018,41,0.448266497,Parking Violations
01-2019,41,0.859348982,Parking Violations
02-2019,41,0.872171622,Parking Violations
03-2019,41,0.678541979,Parking Violations
04-2019,41,0.937223715,Parking Violations
05-2019,41,0.974013755,Parking Violations
06-2019,41,0.513383889,Parking Violations
07-2019,41,0.626998779,Parking Violations
08-2019,41,0.967061541,Parking Violations
09-2019,41,0.432907331,Parking Violations
10-2019,41,0.640588918,Parking Violations
11-2019,41,0.727137602,Parking Violations
12-2019,41,1.152268533,Parking Violations
01-2017,42,0.994576709,Parking Violations
02-2017,42,0.731215294,Parking Violations
03-2017,42,1.205043134,Parking Violations
04-2017,42,1.087626894,Parking Violations
05-2017,42,0.58524182,Parking Violations
06-2017,42,0.803432444,Parking Violations
07-2017,42,0.434668938,Parking Violations
08-2017,42,0.970671339,Parking Violations
09-2017,42,0.975234453,Parking Violations
10-2017,42,0.618628507,Parking Violations
11-2017,42,0.992628585,Parking Violations
12-2017,42,1.012359483,Parking Violations
01-2018,42,0.50429109,Parking Violations
02-2018,42,0.547595098,Parking Violations
03-2018,42,0.781912599,Parking Violations
04-2018,42,0.716538896,Parking Violations
05-2018,42,0.751075139,Parking Violations
06-2018,42,0.499712501,Parking Violations
07-2018,42,0.300474705,Parking Violations
08-2018,42,0.430104371,Parking Violations
09-2018,42,1.029920982,Parking Violations
10-2018,42,0.514945641,Parking Violations
11-2018,42,0.497238147,Parking Violations
12-2018,42,0.990245143,Parking Violations
01-2019,42,0.728857778,Parking Violations
02-2019,42,0.605388247,Parking Violations
03-2019,42,0.500200207,Parking Violations
04-2019,42,0.746234575,Parking Violations
05-2019,42,1.01963986,Parking Violations
06-2019,42,0.125261021,Parking Violations
07-2019,42,0.635898461,Parking Violations
08-2019,42,0.857424474,Parking Violations
09-2019,42,1.109556184,Parking Violations
10-2019,42,0.595707026,Parking Violations
11-2019,42,1.238087385,Parking Violations
12-2019,42,1.183112908,Parking Violations
01-2017,43,0.456206299,Parking Violations
02-2017,43,0.589302037,Parking Violations
03-2017,43,0.502727749,Parking Violations
04-2017,43,0.673117893,Parking Violations
05-2017,43,0.579181503,Parking Violations
06-2017,43,1.024607903,Parking Violations
07-2017,43,0.645589371,Parking Violations
08-2017,43,0.792958299,Parking Violations
09-2017,43,1.044162011,Parking Violations
10-2017,43,1.054112165,Parking Violations
11-2017,43,1.089496011,Parking Violations
12-2017,43,0.998027893,Parking Violations
01-2018,43,0.737511083,Parking Violations
02-2018,43,0.919458069,Parking Violations
03-2018,43,0.433272628,Parking Violations
04-2018,43,0.111028046,Parking Violations
05-2018,43,1.189511361,Parking Violations
06-2018,43,0.777775155,Parking Violations
07-2018,43,0.892854216,Parking Violations
08-2018,43,0.947326593,Parking Violations
09-2018,43,0.722728855,Parking Violations
10-2018,43,0.181032689,Parking Violations
11-2018,43,0.485450391,Parking Violations
12-2018,43,0.725586177,Parking Violations
01-2019,43,0.58356089,Parking Violations
02-2019,43,0.536024673,Parking Violations
03-2019,43,0.665383835,Parking Violations
04-2019,43,0.665370019,Parking Violations
05-2019,43,0.732009523,Parking Violations
06-2019,43,0.521887611,Parking Violations
07-2019,43,0.552523508,Parking Violations
08-2019,43,1.223512039,Parking Violations
09-2019,43,0.99796586,Parking Violations
10-2019,43,1.019997356,Parking Violations
11-2019,43,1.110736445,Parking Violations
12-2019,43,0.584340681,Parking Violations
01-2017,44,0.277073977,Parking Violations
02-2017,44,0.626496714,Parking Violations
03-2017,44,0.742464994,Parking Violations
04-2017,44,0.609091049,Parking Violations
05-2017,44,0.773938622,Parking Violations
06-2017,44,0.944351112,Parking Violations
07-2017,44,0.876357903,Parking Violations
08-2017,44,0.683218655,Parking Violations
09-2017,44,0.356450085,Parking Violations
10-2017,44,1.011753467,Parking Violations
11-2017,44,0.38112621,Parking Violations
12-2017,44,0.857402053,Parking Violations
01-2018,44,0.705112872,Parking Violations
02-2018,44,0.999629265,Parking Violations
03-2018,44,0.469870551,Parking Violations
04-2018,44,0.533829289,Parking Violations
05-2018,44,0.862951721,Parking Violations
06-2018,44,0.539857355,Parking Violations
07-2018,44,0.424739935,Parking Violations
08-2018,44,0.35965038,Parking Violations
09-2018,44,0.898887122,Parking Violations
10-2018,44,0.698588179,Parking Violations
11-2018,44,0.758596263,Parking Violations
12-2018,44,0.466580797,Parking Violations
01-2019,44,0.921386742,Parking Violations
02-2019,44,0.486035426,Parking Violations
03-2019,44,1.363704184,Parking Violations
04-2019,44,0.811330605,Parking Violations
05-2019,44,0.339198696,Parking Violations
06-2019,44,0.483609582,Parking Violations
07-2019,44,0.517727041,Parking Violations
08-2019,44,0.907189158,Parking Violations
09-2019,44,0.462659796,Parking Violations
10-2019,44,0.819325647,Parking Violations
11-2019,44,0.611633865,Parking Violations
12-2019,44,0.837298773,Parking Violations
01-2017,45,0.733064193,Parking Violations
02-2017,45,0.604190479,Parking Violations
03-2017,45,0.746346596,Parking Violations
04-2017,45,0.749673287,Parking Violations
05-2017,45,0.791423671,Parking Violations
06-2017,45,0.672492338,Parking Violations
07-2017,45,0.776007971,Parking Violations
08-2017,45,0.934661887,Parking Violations
09-2017,45,0.755960623,Parking Violations
10-2017,45,0.877742348,Parking Violations
11-2017,45,0.819001113,Parking Violations
12-2017,45,0.517090977,Parking Violations
01-2018,45,0.387843665,Parking Violations
02-2018,45,0.795693513,Parking Violations
03-2018,45,1.131640404,Parking Violations
04-2018,45,0.732497686,Parking Violations
05-2018,45,0.504276991,Parking Violations
06-2018,45,0.450427738,Parking Violations
07-2018,45,0.986501677,Parking Violations
08-2018,45,0.75931731,Parking Violations
09-2018,45,0.565473415,Parking Violations
10-2018,45,0.383472903,Parking Violations
11-2018,45,0.755627169,Parking Violations
12-2018,45,0.788621034,Parking Violations
01-2019,45,0.988368801,Parking Violations
02-2019,45,1.01635592,Parking Violations
03-2019,45,0.696770119,Parking Violations
04-2019,45,0.538052775,Parking Violations
05-2019,45,0.758635679,Parking Violations
06-2019,45,0.622954797,Parking Violations
07-2019,45,0.65073431,Parking Violations
08-2019,45,0.695611515,Parking Violations
09-2019,45,0.89056693,Parking Violations
10-2019,45,0.735110444,Parking Violations
11-2019,45,0.818992012,Parking Violations
12-2019,45,0.319188766,Parking Violations
01-2017,46,0.26218694,Parking Violations
02-2017,46,0.672328145,Parking Violations
03-2017,46,1.098911706,Parking Violations
04-2017,46,0.864570134,Parking Violations
05-2017,46,0.678655648,Parking Violations
06-2017,46,0.528711785,Parking Violations
07-2017,46,0.679131896,Parking Violations
08-2017,46,0.947328238,Parking Violations
09-2017,46,0.926150683,Parking Violations
10-2017,46,1.120430045,Parking Violations
11-2017,46,0.71204872,Parking Violations
12-2017,46,0.886405853,Parking Violations
01-2018,46,0.993974503,Parking Violations
02-2018,46,0.452476083,Parking Violations
03-2018,46,0.681663904,Parking Violations
04-2018,46,0.518732331,Parking Violations
05-2018,46,0.876612966,Parking Violations
06-2018,46,0.997675291,Parking Violations
07-2018,46,0.560607646,Parking Violations
08-2018,46,1.202920395,Parking Violations
09-2018,46,0.670301549,Parking Violations
10-2018,46,0.405241324,Parking Violations
11-2018,46,0.549892233,Parking Violations
12-2018,46,0.684953781,Parking Violations
01-2019,46,0.590168919,Parking Violations
02-2019,46,1.213368321,Parking Violations
03-2019,46,0.606297515,Parking Violations
04-2019,46,0.839012483,Parking Violations
05-2019,46,0.575386463,Parking Violations
06-2019,46,1.017610938,Parking Violations
